Issue URL,Fix URL,Ecosystem,Symptom,Root cause,Operating System/Platform,OS Sensitivity,Supported OSs/Platforms,System state,System State Observations,Test Input,Oracle,Component
https://puppet.atlassian.net/browse/PUP-10219,https://github.com/puppetlabs/puppet/pull/7915,Puppet,External configuration failure,Incorrect identification of current system state,Windows,Windows,,Managed state,"user (OS, exists)","user (OS);OS (user), auth",Valid configuration fails,Code
https://puppet.atlassian.net/browse/MODULES-8584,https://github.com/puppetlabs/puppetlabs-firewall/pull/815,Puppet,Internal error (crash),Incorrect conversion/serialization of system state,Independent,Insensitive,,Unmanaged state,object (firewall rule),,Valid configuration fails,Code
https://puppet.atlassian.net/browse/MODULES-5169,https://github.com/puppetlabs/puppetlabs-iis/pull/93,Puppet,Idempotency issue,Incorrect command construction/execution,Windows,Windows,,Managed state,multiple execution; object (iis pool); service (iis),file;version;filepath,Valid configuration fails,Code
https://puppet.atlassian.net/browse/PUP-4231,https://github.com/puppetlabs/puppet/pull/3725,Puppet,Misleading report,Incorrect identification of system state deviations,Independent,Insensitive,,State agnostic,,file;filepath,Improprer diagnostic message,Code
https://puppet.atlassian.net/browse/MODULES-3158,https://github.com/puppetlabs/puppetlabs-apache/pull/1398,Puppet,Misconfiguration,Incorrect validation of user input,Independent,Insensitive,,State agnostic,,malformed input with trailing comma,Service does not work properly,Configuration
https://puppet.atlassian.net/browse/MODULES-6356,https://github.com/puppetlabs/puppetlabs-sqlserver/pull/259,Puppet,External configuration failure,Incorrect command construction/execution,Windows,Windows,,State agnostic,,db (user);username with whitespaces,Valid configuration fails,Code
https://github.com/sous-chefs/firewall/issues/79,https://github.com/sous-chefs/firewall/pull/80,Chef,Idempotency issue,Incorrect conversion/serialization of user input,Independent,Insensitive,,Managed state,multiple execution,port;network;args (firewall);ports,Task execution mismatch,Code
https://github.com/rackerbenoit/chef-flywaydb/issues/17,https://github.com/rackerbenoit/chef-flywaydb/commit/94c4c36e53311f63f121555f188a2d9b4030ebe4,Chef,External configuration failure,Missing system operations,Windows,Windows,,State agnostic,,,Valid configuration fails,Code
https://github.com/alertlogic/al_agents/issues/42,https://github.com/alertlogic/al_agents/pull/45,Chef,Misconfiguration,Incorrect command construction/execution,Windows,Windows,,State agnostic,,,Other/Domain-specific oracle,Code
https://github.com/chef-cookbooks/runit/issues/179,https://github.com/chef-cookbooks/runit/pull/194,Chef,External configuration failure,Compatibility issue with the OS/platform,RedHat/CentOS,RedHat/CentOS (version),,State agnostic,,,Valid configuration fails,Configuration
https://github.com/sous-chefs/firewall/issues/143,https://github.com/sous-chefs/firewall/commit/c2fdd7cb62ccf8e17b18f1326b6efccd8c32d672,Chef,Misconfiguration,Incorrect conversion/serialization of system state,Independent,Insensitive,,State agnostic,,args (firewall);network (firewall rule),Other/Domain-specific oracle,Code
https://github.com/sous-chefs/chef-splunk/issues/48,https://github.com/sous-chefs/chef-splunk/pull/49,Chef,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Code
https://github.com/sous-chefs/nfs/issues/21,https://github.com/sous-chefs/nfs/commit/4c8766b4a0aab7339f9059ebd7cf7eea1aec2a25,Chef,Misconfiguration,Incorrect conversion/serialization of system state,Independent,Insensitive,,Unmanaged state,file (exports),IP;filepath;network (ip),Examining file system state,Code
https://github.com/cerner/cerner_tomcat/issues/21,https://github.com/cerner/cerner_tomcat/pull/33,Chef,Misconfiguration,Template bugs,Independent,Insensitive,,Managed state,service(tomcat),,Service does not work properly,Configuration
https://github.com/sous-chefs/haproxy/issues/197,https://github.com/sous-chefs/haproxy/pull/198,Chef,Misconfiguration,Dependency bugs,Independent,Insensitive,,Managed state,service (haproxy),service (update),Service does not work properly,Configuration
https://github.com/sous-chefs/ark/issues/84,https://github.com/sous-chefs/ark/pull/85,Chef,Misconfiguration,Incorrect conversion/serialization of user input,Independent,Insensitive,,Unmanaged state,file,file;filepath,Examining file system state,Code
https://github.com/sous-chefs/docker/issues/158,https://github.com/sous-chefs/docker/pull/160,Chef,Internal error (crash),Resilience bugs,Independent,Insensitive,,State agnostic,,docker (image);docker image,Improprer diagnostic message,Code
https://github.com/sous-chefs/grafana/issues/351,https://github.com/sous-chefs/grafana/pull/352/,Chef,Internal error (crash),Resilience bugs,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Code
https://github.com/sous-chefs/nodejs/issues/204,https://github.com/sous-chefs/nodejs/pull/212,Chef,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,State agnostic,,package;package (npm package),Valid configuration fails,Configuration
https://github.com/dwradcliffe/chef-solr/issues/22,https://github.com/dwradcliffe/chef-solr/pull/27/files,Chef,Misconfiguration,Compatibility issue with dependency,Independent,Insensitive,,State agnostic,,version,Examining file system state,Configuration
https://github.com/schubergphilis/chef-acme/issues/120,https://github.com/schubergphilis/chef-acme/pull/121,Chef,Internal error (crash),Compatibility issue with dependency,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/djoos-cookbooks/composer/issues/20,https://github.com/djoos-cookbooks/composer/pull/29/files,Chef,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/sous-chefs/rvm/issues/35,https://github.com/sous-chefs/rvm/commit/cd67e7f65b51e2507d9761e9c1368b04c08d3291,Chef,External configuration failure,Incorrect identification of current system state,Independent,Insensitive,,Unmanaged state,"package (OS, rvm)",,Valid configuration fails,Code
https://github.com/signalfx/signalfx-agent/issues/585,https://github.com/signalfx/signalfx-agent/pull/592,Chef,External configuration failure,Missing system operations,RedHat,RedHat,,State agnostic,,,Valid configuration fails,Code
https://github.com/gocd/go-cookbook/issues/28,https://github.com/gocd/go-cookbook/commit/af7a7969ac05dfcb1e7b24b366a4c4890bee21c3,Chef,External configuration failure,Incorrect command construction/execution,Windows,Windows,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/michaelklishin/cassandra-chef-cookbook/issues/73,https://github.com/michaelklishin/cassandra-chef-cookbook/commit/f8fc13788763b0b91ab2e29d3e67deb2a4fc5855,Chef,External configuration failure,Bugs related to hardcoded values,RedHat/CentOS,RedHat/CentOS,,State agnostic,,,Valid configuration fails,Configuration
